Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Cost,Payment_Method
ORD100062,24/09/2024,CUST11537,Laptop,Electronics,South,3,"₹72,131.27",0.15,183934.7321804534,176261.87552399992,Credit Card
ORD100063,07/12/2025,CUST11011,Monitor,Electronics,South,5,"₹11,627.40",0.05,55230.13447243417,45095.09552401014,Debit Card
ORD100064,26/10/2024,CUST10024,Headphones,Electronics,West,3,"₹2,673.73",0.15,6818.007205526919,5449.483576371474,Debit Card
ORD100065,25/08/2024,CUST10990,Laptop,Electronics,South,6,"₹69,424.91",0.0,416549.48608225625,349146.5384460636,UPI
ORD100066,23/10/2025,CUST12040,Headphones,Electronics,West,1,"₹2,258.14",0.05,2145.233731893207,1889.0814009188923,Debit Card
ORD100067,27/09/2024,CUST11072,Laptop,Electronics,West,2,"₹65,300.20",0.2,104480.31924463095,84643.49089925385,Net Banking
ORD100068,25/02/2024,CUST10983,Printer,Office Equipment,East,3,"₹10,150.69",0.0,30452.065767463202,19309.31985756024,Debit Card
ORD100069,08/12/2024,CUST11784,Printer,Office Equipment,South,3,"₹8,360.23",0.05,23826.659208480065,19265.55652503572,UPI
ORD100070,03/08/2025,CUST12428,Headphones,Electronics,West,6,"₹2,661.27",0.0,15967.625316006905,10624.128133252227,Credit Card
ORD100071,18/05/2024,CUST10387,Printer,Office Equipment,North,7,"₹10,236.74",0.0,71657.16464265416,49659.3178101092,UPI
ORD100072,03/12/2024,CUST12360,Monitor,Electronics,West,4,"₹11,498.27",0.0,45993.08892906325,39658.94455566989,Debit Card
ORD100073,04/04/2024,CUST10853,Printer,Office Equipment,South,4,"₹8,696.61",0.0,34786.44366506984,22581.804759907696,Debit Card
ORD100074,16/05/2025,CUST11466,Smartphone,Electronics,West,3,"₹29,573.06",0.1,79847.26897376834,64919.20061461468,UPI
ORD100075,13/12/2024,CUST10669,Headphones,Electronics,South,4,"₹2,731.78",,10927.117725008331,7458.557214845856,Cash
ORD100076,29/08/2024,CUST10053,Mouse,Accessories,East,5,₹883.61,0.0,4418.034374343817,3081.2281076584286,Net Banking
ORD100077,14/06/2024,CUST10969,Smartphone,Electronics,East,6,"₹29,876.21",0.2,143405.82529951862,126130.0439914096,Debit Card
ORD100078,16/02/2025,CUST12206,Tablet,Electronics,South,7,"₹20,167.30",0.15,119995.40782327877,94979.76559840806,Debit Card
ORD100079,03/05/2025,CUST12279,Monitor,Electronics,North,5,"₹13,758.04",0.0,68790.21117633944,55979.93472696172,Debit Card
ORD100080,17/11/2025,CUST10941,Monitor,Electronics,South,3,"₹13,412.47",0.05,38225.55361973116,33289.38383591552,Net Banking
ORD100081,15/11/2024,CUST11578,Monitor,Electronics,East,1,"₹12,360.92",0.0,12360.915526902447,9283.848994522965,Credit Card
ORD100082,27/04/2024,CUST11928,Tablet,Electronics,West,5,"₹25,039.70",0.15,106418.7100044507,106644.68861494667,Credit Card
ORD100083,30/08/2025,CUST11258,Laptop,Electronics,South,6,"₹68,646.46",0.15,350096.9279030269,262886.6459186624,UPI
ORD100084,04/04/2025,CUST12029,Tablet,Electronics,West,4,"₹25,030.10",0.05,95114.3692635806,74274.00548327398,Debit Card
ORD100085,26/05/2025,CUST10322,Tablet,Electronics,West,7,"₹19,766.14",0.0,138362.95704337087,115112.48633917126,Debit Card
ORD100086,11/03/2024,CUST12332,Tablet,Electronics,North,3,"₹20,188.02",0.0,60564.056656681,46867.84441704481,UPI
ORD100087,16/08/2024,CUST11440,Printer,Office Equipment,South,1,"₹10,039.99",0.1,9035.993386641296,8793.034782778746,Net Banking
ORD100088,14/07/2025,CUST10390,Tablet,Electronics,East,5,"₹21,471.17",0.0,107355.85492367847,82321.36507729102,Debit Card
ORD100089,30/08/2025,CUST11996,Keyboard,Accessories,North,1,"₹1,730.43",0.1,1557.3826441938481,1503.4072686260351,Cash
ORD100090,13/11/2024,CUST12322,Monitor,Electronics,South,1,"₹12,915.61",0.1,11624.046554684193,8106.322676409466,Cash
ORD100091,10/08/2025,CUST10902,Monitor,Electronics,West,5,"₹12,469.17",0.15,52993.98260059119,38151.61230016394,Net Banking
ORD100092,06/09/2025,CUST11164,Tablet,Electronics,West,4,"₹20,970.87",0.0,83883.4902338552,58703.67397567319,Net Banking
ORD100093,09/10/2024,CUST12257,Monitor,Electronics,North,5,"₹11,632.30",0.1,52345.34151835417,48598.191029101814,Cash
ORD100094,17/10/2025,CUST11347,Keyboard,Accessories,East,6,"₹1,750.53",0.1,9452.847039203249,6450.440452628104,Net Banking
ORD100095,29/07/2024,CUST10878,Laptop,Electronics,South,3,"₹57,713.46",0.2,138512.30615363127,116115.35649490409,Net Banking
ORD100096,23/06/2024,CUST11603,Headphones,Electronics,West,5,"₹2,297.17",0.1,10337.244511961851,10059.346784269314,Cash
ORD100097,13/05/2025,CUST10401,Headphones,Electronics,West,4,"₹2,528.15",0.05,9606.961302567133,7882.463529280303,Credit Card
ORD100098,09/04/2025,CUST10852,Monitor,Electronics,West,5,"₹13,014.58",0.0,65072.88874101298,46206.3498487247,Debit Card
ORD100099,12/04/2024,CUST12069,Keyboard,Accessories,West,5,"₹1,756.29",0.15,7464.215812765061,5460.304602411272,Cash
ORD100100,30/08/2025,CUST10234,Mouse,Accessories,East,3,₹868.51,0.1,2344.9641908981644,2114.2921061538805,Net Banking
ORD100101,25/05/2024,CUST11413,Monitor,Electronics,North,4,"₹12,541.86",0.15,42642.317719213526,43098.123588162845,Credit Card
ORD100102,10/08/2025,CUST11703,Smartphone,Electronics,North,5,"₹26,915.28",0.15,114389.96029341815,108688.25374775675,Net Banking
ORD100103,06/01/2024,CUST11291,Keyboard,Accessories,West,1,"₹1,735.61",0.2,1388.4841401481885,1097.9354751641768,Credit Card
ORD100104,04/08/2025,CUST10974,Laptop,Electronics,East,2,"₹59,308.66",0.2,94893.8505693462,88835.0483047307,Credit Card
ORD100105,28/07/2025,CUST12314,Tablet,Electronics,West,1,"₹23,000.87",0.05,21850.82188923602,16394.46210394252,Credit Card
ORD100106,23/07/2025,CUST12021,Tablet,Electronics,South,2,"₹19,441.60",0.0,38883.20499689222,33172.51737218558,Cash
ORD100107,30/04/2025,CUST12061,Smartphone,Electronics,West,4,"₹29,530.41",,118121.62150568794,96085.51660960182,Cash
ORD100108,10/12/2024,CUST10243,Headphones,Electronics,North,7,"₹2,572.14",0.15,15304.212429774872,14846.022234745344,Net Banking
ORD100109,29/05/2025,CUST12481,Laptop,Electronics,West,7,"₹71,506.67",,500546.6979528797,358314.7414927692,Cash
ORD100110,21/07/2024,CUST11263,Headphones,Electronics,South,6,"₹2,668.41",0.1,14409.432669525722,9717.799983476665,Credit Card
ORD100111,23/07/2025,CUST11729,Laptop,Electronics,North,4,"₹73,635.83",,294543.32343908126,239355.21338012753,Debit Card
ORD100112,09/02/2025,CUST10944,Printer,Office Equipment,West,2,"₹9,485.67",0.0,18971.343399165904,14746.985481385946,Debit Card
ORD100113,01/12/2024,CUST11449,Smartphone,Electronics,West,3,"₹28,642.71",0.1,77335.30812807436,54960.925442102605,Net Banking
ORD100114,04/01/2025,CUST11775,Mouse,Accessories,West,6,₹827.57,0.1,4468.853420706027,4031.3869367251323,Cash
ORD100115,19/02/2025,CUST11347,Keyboard,Accessories,North,7,"₹1,560.55",0.0,10923.881485830416,7010.992528005665,Net Banking
ORD100116,28/01/2024,CUST11426,Smartphone,Electronics,South,7,"₹27,998.29",0.0,195988.01985272788,158184.22238214753,Net Banking
ORD100117,12/04/2024,CUST10889,Tablet,Electronics,South,3,"₹19,603.20",0.0,58809.604039164675,47036.62333044157,Net Banking
ORD100118,28/06/2024,,Laptop,Electronics,South,4,"₹62,449.88",0.0,249799.53266385116,150405.5118840524,UPI
ORD100119,24/03/2024,CUST10452,Printer,Office Equipment,South,,"₹9,546.96",,,31197.077387284673,Cash
ORD100120,16/11/2024,CUST10934,Mouse,Accessories,North,1,₹951.85,,951.8491865375494,679.7579754857417,Cash
ORD100121,02/05/2025,CUST12062,Mouse,Accessories,South,1,₹850.90,0.2,680.7239487426115,631.2381057365493,UPI
ORD100122,22/04/2025,CUST11188,Printer,Office Equipment,North,1,"₹9,023.09",,9023.091400663438,7851.116140338138,UPI
ORD100123,09/12/2024,CUST10016,Monitor,Electronics,North,6,"₹10,980.38",0.2,52705.81272617509,56497.85084604176,Debit Card
ORD100124,16/09/2025,CUST10253,Headphones,Electronics,East,2,"₹2,502.23",,5004.465077801027,3538.892781995129,Net Banking
ORD100125,16/02/2025,CUST12219,Smartphone,Electronics,North,5,"₹30,090.74",0.0,150453.68443035515,120164.42743460044,UPI
ORD100126,27/02/2024,CUST12479,Printer,Office Equipment,East,3 units,"₹8,463.50",0.05,24120.9791754771,18882.004188707047,Debit Card
ORD100127,12/07/2025,,Monitor,Electronics,West,6,"₹11,134.08",0.2,53443.603519037395,55462.15751174865,Credit Card
ORD100128,23/02/2025,CUST10526,Tablet,Electronics,West,1,"₹25,165.19",0.1,22648.672316051186,17351.499238806064,UPI
ORD100129,08/04/2025,CUST10598,Headphones,Electronics,East,3,"₹2,527.84",0.15,6445.998714976366,5550.099771770668,Net Banking
ORD100130,16/02/2025,CUST12287,Printer,Office Equipment,West,2,"₹9,167.61",0.1,16501.692429465755,11578.223689319704,Cash
ORD100131,08/02/2025,CUST10017,Tablet,Electronics,South,4,"₹18,751.44",0.05,71255.47578643098,64465.24759155244,UPI
ORD100132,07/03/2024,CUST10242,Headphones,Electronics,West,4,"₹2,261.38",0.05,8593.246227661033,7708.605867166862,Debit Card
ORD100133,12/02/2025,CUST10899,Monitor,Electronics,West,2,"₹11,483.84",0.15,19522.52640633854,15555.95021241846,Debit Card
ORD100134,03/08/2025,CUST12446,Tablet,Electronics,West,5,"₹25,075.47",0.1,112839.62805280744,95692.0819879801,UPI
ORD100135,09/08/2024,CUST10222,Smartphone,Electronics,West,7,"₹27,077.18",0.05,180063.21779708038,133804.29723568348,Debit Card
ORD100136,16/03/2025,CUST10831,Laptop,Electronics,East,1,"₹61,164.15",0.1,55047.73443378653,39366.63339196679,Cash
ORD100137,23/01/2024,CUST10461,Headphones,Electronics,North,1,"₹2,867.62",0.05,2724.236858071797,1756.7211199277658,UPI
ORD100138,10/09/2024,CUST10821,Keyboard,Accessories,North,7,"₹1,789.80",0.1,11275.731601226718,10403.654348355547,Net Banking
ORD100139,14/11/2024,CUST11720,,Electronics,South,5,"₹28,365.67",0.15,120554.09741173616,96579.25292410173,Credit Card
ORD100140,18/12/2025,CUST10499,Headphones,Electronics,South,7,"₹2,600.77",0.1,16384.845899300224,13550.699397180735,
ORD100141,05/06/2024,CUST11038,Printer,Office Equipment,West,5,"₹8,990.02",,44950.08084097199,38331.236419442284,Cash
ORD100142,20/07/2024,CUST10404,Laptop,Electronics,North,6,"₹73,920.26",0.1,399169.3893498455,268582.4395755479,Credit Card
ORD100143,25/10/2024,CUST10027,Laptop,Electronics,East,2,"₹56,872.30",,113744.60687168976,85680.47741658016,Cash
ORD100144,25/12/2025,CUST11248,Monitor,Electronics,West,4,"₹13,045.97",0.2,41747.11204436346,45271.51065631942,Debit Card
ORD100145,15/09/2025,CUST10792,Laptop,Electronics,South,3,"₹60,692.18",0.2,145661.2425120677,150504.41569322665,Cash
ORD100146,26/01/2024,CUST11860,Laptop,Electronics,East,6,"₹70,980.05",0.15,361998.2649669785,281680.2782757455,Cash
ORD100147,19/06/2024,CUST10015,Smartphone,Electronics,North,1,"₹33,129.48",0.1,29816.534758721213,21741.065857018646,Cash
ORD100148,22/08/2025,CUST10124,Laptop,Electronics,South,1,"₹71,809.85",0.1,64628.86115831065,58417.03838251527,
ORD100149,12/02/2024,CUST12287,Tablet,Electronics,West,4,"₹24,420.19",0.1,87912.6898055889,60789.13978465551,Net Banking
ORD100150,16/09/2025,CUST11080,Laptop,Electronics,East,7,"₹69,253.49",0.0,484774.40467589186,372220.19069287623,UPI
ORD100151,24/07/2024,CUST12151,Keyboard,Accessories,East,7,"₹1,606.90",0.0,11248.287674582172,7486.28312943351,Credit Card
ORD100152,31/10/2025,CUST10266,Mouse,Accessories,West,5,₹779.01,0.0,3895.068501223349,3252.351104421981,Cash
ORD100153,02/08/2024,CUST10883,Mouse,Accessories,West,4,₹857.01,0.15,2913.822493790827,2420.9974685715474,UPI
ORD100154,13/11/2024,CUST11740,Mouse,Accessories,South,2,₹898.67,0.0,1797.3377236499816,1287.239403159853,Credit Card
ORD100155,28/04/2025,CUST10601,Headphones,Electronics,East,7,"₹2,351.97",0.1,14817.383755994386,13540.393674275232,Cash
ORD100156,02/04/2024,CUST10553,Printer,Office Equipment,East,2,"₹9,653.96",0.0,19307.917443198217,12060.9715699594,Credit Card
ORD100157,10/02/2025,CUST10267,Laptop,Electronics,South,1,"₹69,337.65",0.0,69337.64781647453,53269.97694983279,Net Banking
ORD100158,03/01/2025,CUST10869,Laptop,Electronics,North,4,"₹74,202.53",0.1,267129.09997818485,258086.34717610598,Credit Card
ORD100159,26/07/2025,CUST11762,Tablet,Electronics,West,3,"₹21,343.78",0.2,51225.077753510646,50079.25008986802,Debit Card
ORD100160,28/12/2025,CUST10733,Laptop,Electronics,North,4,"₹70,571.69",0.05,268172.41966600344,175836.91973920137,Debit Card
ORD100161,29/04/2025,CUST10301,Smartphone,Electronics,South,7,"₹32,170.80",,225195.59815663932,192404.67874534815,Debit Card
ORD100162,25/10/2024,CUST11563,Smartphone,Electronics,North,2,"₹34,398.75",0.0,,43762.43934983113,UPI
ORD100163,23/10/2024,CUST11673,Laptop,Electronics,West,7,"₹70,335.50",0.1,443113.6336110704,346257.40327816823,Credit Card
ORD100164,01/11/2024,CUST11021,Laptop,Electronics,North,2,"₹60,779.70",0.0,121559.40669738041,79119.37170255606,
ORD100165,17/08/2025,CUST10645,Keyboard,Accessories,South,3,"₹1,538.25",0.05,4384.004222257582,3701.570608449614,Net Banking
ORD100166,22/08/2024,CUST11829,Mouse,Accessories,West,1,"₹1,026.40",0.0,1026.4048617092699,691.9710352966223,Credit Card
ORD100167,01/05/2024,CUST11823,Laptop,Electronics,West,5,"₹69,213.35",0.0,346066.7317748628,232941.16601687967,Debit Card
ORD100168,01/09/2024,CUST11499,Printer,Office Equipment,North,7,"₹9,844.04",0.15,58572.0254777894,49324.305425703365,UPI
ORD100169,17/01/2024,CUST10983,Laptop,Electronics,East,7,"₹70,718.26",0.15,420773.65301759593,336671.6392008753,Credit Card
ORD100170,18/03/2024,,,Accessories,South,2,₹963.66,0.0,1927.310988596311,1579.7707641376103,Debit Card
ORD100171,06/03/2024,CUST10342,Tablet,Electronics,South,6,"₹23,659.73",,141958.38895593333,106109.82218938047,
ORD100172,17/07/2025,CUST10007,Keyboard,Accessories,West,1,"₹2,031.91",0.15,1727.1213068112056,1535.4267332911286,UPI
ORD100173,11/06/2025,CUST10693,Monitor,Electronics,East,5,"₹13,490.80",0.05,64081.3029209769,43525.055405028004,Net Banking
ORD100174,23/05/2025,CUST11298,Laptop,Electronics,North,5,"₹62,644.92",0.05,297563.3773334284,268050.43796192086,Debit Card
ORD100175,03/12/2024,CUST11725,Smartphone,Electronics,West,2,"₹25,778.65",0.05,48979.4420541217,35970.91286965706,UPI
ORD100176,07/06/2025,CUST10593,Tablet,Electronics,South,1,"₹18,955.30",0.2,15164.238813659233,13376.117509566911,
ORD100177,27/04/2024,CUST11712,Headphones,Electronics,West,1,"₹2,459.98",0.1,2213.9808960533414,1642.9435443399063,Debit Card
ORD100178,19/10/2025,CUST10768,Laptop,Electronics,West,5,"₹71,532.10",0.0,357660.5041652897,310754.2315914037,Cash
ORD100179,31/12/2024,CUST11493,Mouse,Accessories,South,5,₹993.86,0.0,4969.275155930954,3826.2164801760687,UPI
ORD100180,15/11/2025,CUST10274,Mouse,Accessories,East,1,₹874.19,0.05,830.4759275854756,539.431473477925,Debit Card
ORD100181,21/04/2024,CUST10808,Laptop,Electronics,South,4,"₹61,131.43",0.05,232299.42143828433,159903.02018936357,Credit Card
ORD100182,29/12/2024,CUST10481,Laptop,Electronics,West,6,"₹65,128.73",0.1,351695.13209864177,287032.07087972324,Net Banking
ORD100183,23/05/2025,CUST11588,Laptop,Electronics,North,2,"₹71,484.59",,142969.18506792755,93301.4952162953,Credit Card
ORD100184,27/12/2024,CUST11773,Laptop,Electronics,East,5,"₹67,661.67",0.05,321392.95308509766,260297.8323177041,Credit Card
ORD100185,21/11/2024,CUST10105,Keyboard,Accessories,North,3,"₹1,605.50",0.05,4575.661147222024,3305.126343509044,UPI
ORD100186,01/05/2024,CUST10994,Smartphone,Electronics,East,2,"₹28,760.11",0.0,57520.210985854035,40142.89559061693,Credit Card
ORD100187,05/10/2024,CUST11510,Keyboard,Accessories,West,3,"₹1,829.93",0.05,5215.300483479776,4503.07647986572,Net Banking
ORD100188,23/06/2024,CUST11848,Smartphone,Electronics,West,3,"₹30,344.36",0.15,77378.1227980406,67985.72653687111,Cash
ORD100189,08/08/2024,CUST11953,Printer,Office Equipment,East,4,"₹9,892.71",,39570.84741695804,24994.844576191324,Credit Card
ORD100190,14/05/2025,CUST11926,Mouse,Accessories,West,2,"₹1,016.69",0.15,1728.3668396028613,1431.759790947208,Net Banking
ORD100191,05/04/2025,CUST10345,Headphones,Electronics,East,3,"₹2,200.35",0.0,6601.041961894325,5617.326646835313,Cash
ORD100192,19/03/2025,CUST11584,Monitor,Electronics,East,5,"₹11,007.87",0.2,44031.469300980796,46063.76797546426,Cash
ORD100193,21/09/2024,CUST12041,Laptop,Electronics,East,3,"₹62,897.06",0.2,150952.94341792492,153359.852604985,Debit Card
ORD100194,01/12/2025,CUST11391,Laptop,Electronics,South,5,"₹61,029.76",0.0,305148.8129414752,255161.64980210972,Net Banking
ORD100195,04/03/2024,CUST12262,Keyboard,Accessories,North,1,"₹1,750.48",,1750.476867277559,1095.1377195781856,Credit Card
ORD100196,07/09/2024,CUST12048,Laptop,Electronics,North,1,"₹56,044.06",0.15,47637.45436429746,35543.63628498109,Net Banking
ORD100197,27/03/2024,CUST12397,Mouse,Accessories,South,7,₹782.82,0.15,4657.800318516562,3316.454357418522,Debit Card
ORD100198,04/09/2024,CUST12371,Monitor,Electronics,South,4,"₹13,218.10",0.1,47585.164754064484,33574.38231450705,Credit Card
ORD100199,03/12/2025,CUST10075,Smartphone,Electronics,West,5,"₹26,423.24",0.0,132116.1802850349,109734.81324878318,Credit Card
ORD100200,24/09/2024,CUST10993,Keyboard,Accessories,West,6,"₹1,975.00",0.15,10072.502858433538,7235.85002313515,Credit Card
ORD100201,25/10/2025,CUST12239,Keyboard,Accessories,South,2,"₹1,695.52",0.1,3051.92966575255,2476.3022603457493,Credit Card
ORD100202,27/12/2024,CUST10202,Mouse,Accessories,East,7,₹848.49,,5939.432169089938,3974.623877830323,UPI
ORD100203,25/05/2025,CUST10158,Smartphone,Electronics,East,3,"₹26,406.72",0.0,79220.16975942379,65998.29820053383,Debit Card
ORD100204,29/11/2024,CUST10703,Keyboard,Accessories,North,7,"₹1,537.16",0.05,10222.128802907242,8874.984547467575,UPI
ORD100205,13/07/2024,CUST10948,Tablet,Electronics,South,3 units,"₹21,044.90",0.15,53664.507280135826,51421.868970964395,Credit Card
ORD100206,11/07/2025,CUST11551,Headphones,Electronics,South,3,"₹2,751.52",0.1,7429.097735245316,5826.986315089848,Net Banking
