Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Cost,Payment_Method,Profit,Profit_Margin,Month,Month_Name,Year,Quarter
ORD105082,2024-01-01,CUST12038,Keyboard,Accessories,East,2,1717.85,0.1,3092.13,2066.7816065696716,UPI,1025.3483934303285,33.159938082497455,1,January,2024,Q1
ORD107362,2024-01-01,CUST12302,Headphones,Electronics,East,1,2256.26,0.15,1917.8210000000001,1774.16373279478,Cash,143.65726720522025,7.490650441580327,1,January,2024,Q1
ORD110963,2024-01-01,CUST11827,Keyboard,Accessories,East,1,1967.26,0.15,1672.171,1191.784143806787,Net Banking,480.38685619321313,28.72833317843768,1,January,2024,Q1
ORD103673,2024-01-01,CUST11101,Headphones,Electronics,East,6,2230.54,0.0,13383.24,10666.411426391593,Cash,2716.828573608407,20.300230539155,1,January,2024,Q1
ORD102315,2024-01-01,CUST10193,Printer,Office Equipment,South,4,8780.15,0.15,29852.51,29162.753725476312,Cash,689.7562745236864,2.3105470009847964,1,January,2024,Q1
ORD110886,2024-01-02,CUST10308,Mouse,Accessories,South,7,877.07,0.0,6139.490000000001,4801.322947399209,Credit Card,1338.167052600792,21.79606209311835,1,January,2024,Q1
ORD104690,2024-01-02,CUST10385,Smartphone,Electronics,West,7,31871.9,0.15,189637.80500000002,159255.60621520376,Credit Card,30382.19878479626,16.02117193077417,1,January,2024,Q1
ORD101995,2024-01-02,CUST11829,Monitor,Electronics,East,3,13124.44,0.1,35435.988,34169.21796907399,Debit Card,1266.7700309260108,3.574812224583694,1,January,2024,Q1
ORD101948,2024-01-02,CUST10906,Headphones,Electronics,East,6,2376.64,0.1,12833.856,12238.662732664407,Net Banking,595.1932673355932,4.637680735513888,1,January,2024,Q1
ORD105461,2024-01-02,CUST11823,Smartphone,Electronics,East,6,34343.96,0.0,200248.90875,125990.90593301285,UPI,38932.52874078014,19.44206786633994,1,January,2024,Q1
ORD108837,2024-01-02,CUST10068,Laptop,Electronics,South,4,72262.2,0.05,200248.90875,223831.44437116134,Debit Card,38932.52874078014,19.44206786633994,1,January,2024,Q1
ORD109105,2024-01-02,CUST10353,Printer,Office Equipment,North,6,8884.09,0.0,53304.54,37615.08690977498,Net Banking,15689.453090225019,29.433615017079255,1,January,2024,Q1
ORD107753,2024-01-02,CUST10496,Mouse,Electronics,East,7,21487.79,0.2,120331.62400000001,111908.4554299095,Debit Card,8423.168570090507,6.999962512008071,1,January,2024,Q1
ORD101408,2024-01-02,CUST12237,Headphones,Electronics,West,3,2594.88,0.15,6616.944,6076.2608424483215,Cash,540.683157551679,8.171191377041712,1,January,2024,Q1
ORD106983,2024-01-02,CUST10673,Printer,Office Equipment,West,1,9028.13,0.0,9028.13,7716.102598536393,UPI,1312.027401463606,14.532659603523722,1,January,2024,Q1
ORD106740,2024-01-02,CUST11541,Smartphone,Electronics,West,1,30306.1,0.15,25760.184999999998,26118.297528025283,Credit Card,-358.1125280252854,-1.3901784013790486,1,January,2024,Q1
ORD101481,2024-01-02,CUST10001,Keyboard,Accessories,North,7,1574.03,0.05,10467.2995,8050.24253128813,Debit Card,2417.0569687118696,23.091504821390366,1,January,2024,Q1
ORD106413,2024-01-03,CUST11086,Mouse,Accessories,South,5,935.53,0.05,4443.767499999999,3607.270753500385,UPI,836.4967464996139,18.824043933432925,1,January,2024,Q1
ORD110311,2024-01-03,CUST11291,Laptop,Electronics,West,4,69178.3,0.0,200248.90875,208394.99602213595,Net Banking,38932.52874078014,19.44206786633994,1,January,2024,Q1
ORD104110,2024-01-03,CUST11279,Laptop,Electronics,East,2,64650.17,0.0,129300.34,97991.33919977534,Credit Card,31309.00080022466,24.214167418449684,1,January,2024,Q1
ORD103190,2024-01-03,CUST12131,Printer,Office Equipment,North,6,10124.89,0.1,54674.405999999995,51086.6473353683,Cash,3587.758664631692,6.562044157611319,1,January,2024,Q1
ORD104626,2024-01-03,CUST10923,Smartphone,Electronics,East,2,29256.32,0.2,46810.112,48130.79748254738,Credit Card,-1320.6854825473783,-2.821367918426212,1,January,2024,Q1
ORD111492,2024-01-03,CUST12193,Printer,Office Equipment,East,4,9419.55,0.0,37678.2,25035.81001410984,Credit Card,12642.389985890157,33.55359328707358,1,January,2024,Q1
ORD105169,2024-01-03,CUST11174,Tablet,Electronics,East,6,23629.72,0.0,141778.32,87010.43003202094,Cash,38932.52874078014,27.460142524456582,1,January,2024,Q1
ORD107211,2024-01-03,CUST12055,Printer,Office Equipment,North,3,10292.0,0.0,30876.0,19385.719190316744,Net Banking,11490.280809683256,37.21427908305239,1,January,2024,Q1
ORD110365,2024-01-03,CUST10648,Keyboard,Accessories,West,6,1838.94,0.0,11033.64,7491.5814767182,Debit Card,3542.0585232817994,32.10235718477129,1,January,2024,Q1
ORD101912,2024-01-03,CUST12428,Headphones,Electronics,East,1,2305.49,0.15,1959.6664999999998,1436.8516766729238,UPI,522.814823327076,26.678765153513424,1,January,2024,Q1
ORD107066,2024-01-03,CUST12345,Headphones,Electronics,South,7,2429.47,0.1,15305.660999999998,12039.358994631983,Net Banking,3266.3020053680157,21.340483141290115,1,January,2024,Q1
ORD101738,2024-01-03,CUST12256,Mouse,Accessories,West,4,856.76,0.0,3427.04,2808.0102642802262,Credit Card,619.0297357197737,18.063102144117774,1,January,2024,Q1
ORD101621,2024-01-03,CUST12311,Smartphone,Electronics,North,6,31938.29,0.0,191629.74,132644.48316280838,Debit Card,38932.52874078014,20.316537892698776,1,January,2024,Q1
ORD108629,2024-01-03,CUST11431,Mouse,Accessories,East,1,1004.87,0.1,904.383,659.8871588791524,Cash,244.49584112084767,27.03454632836394,1,January,2024,Q1
ORD109380,2024-01-04,CUST12437,Mouse,Accessories,East,5,827.44,0.15,3516.6200000000003,2635.7797051672605,Credit Card,880.8402948327398,25.047923711766973,1,January,2024,Q1
ORD106357,2024-01-04,CUST11845,Tablet,Electronics,South,4,22423.39,0.05,85208.882,68809.48559113008,Debit Card,16399.396408869914,19.24611146625526,1,January,2024,Q1
ORD100845,2024-01-04,CUST12118,Mouse,Accessories,East,4,884.95,0.0,3539.8,2576.222846087127,Credit Card,963.5771539128732,27.22123153604365,1,January,2024,Q1
ORD100844,2024-01-04,CUST11032,Mouse,Accessories,West,7,846.5,0.0,5925.5,4767.463649951877,Credit Card,1158.0363500481226,19.543268079455277,1,January,2024,Q1
ORD111150,2024-01-04,CUST12274,Tablet,Electronics,North,1,24970.94,0.15,21225.299,18303.62157386626,Debit Card,2921.6774261337378,13.765070758879478,1,January,2024,Q1
ORD106228,2024-01-04,CUST11197,Laptop,Electronics,West,4,56947.59,0.1,200248.90875,180713.9577654116,Credit Card,24297.366234588408,12.133582343223834,1,January,2024,Q1
ORD104597,2024-01-04,CUST10902,Laptop,Electronics,South,1,73231.32,0.0,73231.32,52080.08650845099,Net Banking,21151.233491549014,28.88276968317519,1,January,2024,Q1
ORD106056,2024-01-04,CUST11981,Printer,Office Equipment,South,2,7845.88,0.05,14907.171999999999,11079.707432414154,Debit Card,3827.4645675858446,25.67532304306843,1,January,2024,Q1
ORD107204,2024-01-04,CUST12211,Smartphone,Electronics,East,6,32047.21,0.0,192283.26,157632.95759988963,Cash,34650.30240011038,18.02044670977098,1,January,2024,Q1
ORD100772,2024-01-04,CUST12273,Keyboard,Accessories,South,3,1658.06,0.0,4974.18,3362.627478362253,Cash,1611.5525216377473,32.39835554076747,1,January,2024,Q1
ORD107734,2024-01-04,CUST11047,Headphones,Electronics,South,4,2309.94,0.1,8315.784,7088.502727278365,UPI,1227.281272721635,14.758455399053597,1,January,2024,Q1
ORD110355,2024-01-04,CUST11556,Mouse,Accessories,East,6,859.69,0.05,4900.233,3668.215768116246,Net Banking,1232.017231883754,25.142013285567316,1,January,2024,Q1
ORD110455,2024-01-04,CUST11742,Mouse,Accessories,East,4,835.51,0.0,3342.04,2622.41406705919,Cash,719.6259329408099,21.53253500678657,1,January,2024,Q1
ORD100380,2024-01-04,CUST10331,Laptop,Electronics,East,4,57959.72,0.0,200248.90875,142430.58695961535,Credit Card,38932.52874078014,19.44206786633994,1,January,2024,Q1
ORD106075,2024-01-04,UNKNOWN,Keyboard,Accessories,South,1,1877.06,0.15,1595.501,1136.7893937867184,Cash,458.7116062132816,28.750317687878702,1,January,2024,Q1
ORD105296,2024-01-04,UNKNOWN,Monitor,Electronics,South,3,11608.26,0.2,27859.824,27771.546946268052,UPI,88.2770537319484,0.3168614910558961,1,January,2024,Q1
ORD106520,2024-01-04,CUST12269,Monitor,Electronics,North,2,10645.62,0.0,21291.24,14720.664471262871,Cash,6570.57552873713,30.86046434466536,1,January,2024,Q1
ORD103216,2024-01-04,CUST11882,Monitor,Electronics,North,7,11029.77,0.0,77208.39,63650.05188303852,Cash,13558.33811696148,17.560705665487237,1,January,2024,Q1
ORD102788,2024-01-04,CUST10677,Printer,Office Equipment,East,1,10292.72,0.15,8748.812,7890.334420220056,Debit Card,858.4775797799439,9.812504598109365,1,January,2024,Q1
ORD102645,2024-01-04,UNKNOWN,Monitor,Electronics,East,6,10429.48,0.0,62576.88,38027.199211636485,Net Banking,24549.680788363512,39.231231707882394,1,January,2024,Q1
ORD103233,2024-01-04,CUST11121,Headphones,Electronics,South,1,2431.67,0.05,2310.0865,1535.6188180788456,UPI,774.4676819211543,33.525484085602606,1,January,2024,Q1
ORD101236,2024-01-04,CUST11220,Printer,Office Equipment,East,3,9483.52,0.1,25605.504,24703.031924432737,Net Banking,902.4720755672643,3.524523772573523,1,January,2024,Q1
ORD109545,2024-01-04,CUST11083,Monitor,Electronics,South,7,13790.34,0.0,96532.38,65684.91715622687,Net Banking,30847.46284377313,31.955560241830906,1,January,2024,Q1
ORD102627,2024-01-04,CUST11301,Keyboard,Accessories,West,6,2055.84,0.1,11101.536000000002,9820.89408214791,Cash,1280.6419178520919,11.53571828125488,1,January,2024,Q1
ORD101293,2024-01-04,CUST10838,Laptop,Electronics,East,1,56143.68,0.05,53336.496,38716.92035436717,UPI,14619.57564563283,27.41007891788173,1,January,2024,Q1
ORD100900,2024-01-04,CUST10079,Laptop,Electronics,South,4,68983.34,0.05,200248.90875,220482.5163539824,Net Banking,38932.52874078014,19.44206786633994,1,January,2024,Q1
ORD101549,2024-01-04,CUST12189,Keyboard,Accessories,North,4,1574.76,0.05,5984.088,4933.81735945925,UPI,1050.2706405407498,17.551056076393763,1,January,2024,Q1
ORD104884,2024-01-05,CUST12419,Laptop,Electronics,East,1,56767.52,0.15,48252.39199999999,46129.221292364186,Cash,2123.170707635807,4.4001356609135716,1,January,2024,Q1
ORD105718,2024-01-05,CUST10437,Headphones,Electronics,East,5,2336.15,0.05,11096.7125,9178.81212646812,Credit Card,1917.9003735318802,17.28350061815047,1,January,2024,Q1
ORD102400,2024-01-05,CUST10628,Laptop,Electronics,West,7,60054.21,0.05,200248.90875,323048.3334391628,Net Banking,38932.52874078014,19.44206786633994,1,January,2024,Q1
ORD106925,2024-01-05,CUST10044,Headphones,Electronics,North,6,2694.58,0.1,14550.732,13911.807802757088,UPI,638.9241972429118,4.391010687592293,1,January,2024,Q1
ORD110847,2024-01-05,CUST10205,Laptop,Electronics,East,1,73729.62,0.05,70043.139,59731.36704422854,UPI,10311.771955771459,14.722030027482718,1,January,2024,Q1
ORD108311,2024-01-05,CUST11879,Mouse,Electronics,West,6,2198.34,0.2,10552.032000000001,8347.269525680444,Net Banking,2204.7624743195574,20.894198144201585,1,January,2024,Q1
ORD108870,2024-01-05,CUST10118,Keyboard,Accessories,North,2,1614.61,0.0,3229.22,2718.7047981191595,Debit Card,510.5152018808403,15.809241918507885,1,January,2024,Q1
ORD110786,2024-01-05,CUST12407,Tablet,Electronics,North,6,19090.34,0.2,91633.63200000001,93904.44307333443,Net Banking,-2270.811073334422,-2.478141511769851,1,January,2024,Q1
ORD109549,2024-01-05,CUST11415,Mouse,Electronics,East,4,30927.56,0.1,111339.216,107057.57558138401,Debit Card,4281.6404186159925,3.845581613055361,1,January,2024,Q1
ORD109690,2024-01-05,CUST10691,Keyboard,Accessories,North,3,1671.06,0.0,5013.18,3715.381633888219,UPI,1297.7983661117814,25.887727273143618,1,January,2024,Q1
ORD100464,2024-01-05,CUST10268,Printer,Office Equipment,South,5,9759.6,0.1,43918.200000000004,42615.15843961748,UPI,1303.041560382524,2.966973966106361,1,January,2024,Q1
ORD111390,2024-01-05,CUST10799,Keyboard,Accessories,South,5,1844.3,0.05,8760.425,6943.101143994181,Cash,1817.323856005818,20.74469966931762,1,January,2024,Q1
ORD110901,2024-01-05,CUST12146,Tablet,Electronics,West,3,22488.45,0.0,67465.35,55040.824419961384,Net Banking,12424.525580038622,18.416158190891505,1,January,2024,Q1
ORD108988,2024-01-05,CUST10144,Tablet,Electronics,South,4,24428.16,0.05,92827.008,83470.08749437488,Credit Card,9356.920505625123,10.079954861439813,1,January,2024,Q1
ORD104054,2024-01-05,CUST10709,Printer,Office Equipment,South,7,10144.75,0.0,71013.25,47927.621385743434,Debit Card,23085.628614256566,32.50890307689983,1,January,2024,Q1
ORD106154,2024-01-06,CUST12469,Monitor,Electronics,West,4,11293.38,0.1,40656.168,49522.24046733956,Debit Card,-8866.07246733956,-21.807447439068923,1,January,2024,Q1
ORD109981,2024-01-06,CUST12490,Keyboard,Accessories,East,3,1785.72,0.05,5089.302,4675.745105542011,Credit Card,413.5568944579891,8.126004203680369,1,January,2024,Q1
ORD100103,2024-01-06,CUST11291,Keyboard,Accessories,West,1,1735.61,0.2,1388.488,1097.9354751641768,Credit Card,290.5525248358233,20.92582181738865,1,January,2024,Q1
ORD109008,2024-01-06,CUST10966,Tablet,Electronics,North,4,23100.62,0.1,83162.232,58480.30092999452,Credit Card,24681.931070005485,29.67925520566293,1,January,2024,Q1
ORD100706,2024-01-06,CUST10677,Monitor,Electronics,West,6,12168.18,0.05,69358.626,54783.39479818345,Credit Card,14575.231201816554,21.014302102548214,1,January,2024,Q1
ORD105843,2024-01-06,CUST11947,Mouse,Accessories,North,6,1005.18,0.0,6031.08,3818.0743259547303,Cash,2213.0056740452696,36.69335631504257,1,January,2024,Q1
ORD102201,2024-01-06,CUST12497,Headphones,Electronics,East,1,2230.56,0.2,1784.448,1509.5260697241115,Net Banking,274.9219302758886,15.406553190448172,1,January,2024,Q1
ORD104688,2024-01-06,CUST11167,Keyboard,Accessories,North,3,1614.12,0.05,4600.241999999999,3737.396253959073,UPI,862.8457460409263,18.756529461731066,1,January,2024,Q1
ORD107726,2024-01-06,CUST10969,Monitor,Electronics,North,7,11135.89,0.0,77951.23,61804.911352138915,Cash,16146.31864786108,20.71335968381908,1,January,2024,Q1
ORD104360,2024-01-06,CUST12330,Tablet,Electronics,West,1,22072.26,0.2,17657.808,18631.387602010775,Credit Card,-973.5796020107737,-5.51359263851308,1,January,2024,Q1
ORD100574,2024-01-06,CUST11047,Smartphone,Electronics,West,2,30674.8,0.05,58282.119999999995,51885.61737903196,Cash,6396.502620968036,10.975068547554613,1,January,2024,Q1
ORD101189,2024-01-06,CUST10438,Printer,Office Equipment,South,5,9170.65,0.15,38975.2625,37029.32651910737,UPI,1945.9359808926238,4.9927463115678155,1,January,2024,Q1
ORD101278,2024-01-06,CUST11678,Laptop,Electronics,North,1,65812.72,0.15,55940.812,49257.39572808593,Debit Card,6683.416271914066,11.947299356173211,1,January,2024,Q1
ORD108561,2024-01-06,CUST10291,Mouse,Accessories,South,7,837.68,0.2,4691.008,4696.580431775967,UPI,-5.572431775966834,-0.11878964555095267,1,January,2024,Q1
ORD107988,2024-01-06,CUST11200,Monitor,Electronics,South,5,11615.33,0.15,49365.1525,35521.74168313018,UPI,13843.410816869815,28.04288068768716,1,January,2024,Q1
ORD103398,2024-01-06,CUST11278,Smartphone,Electronics,Unknown,1,33380.4,0.0,33380.4,25026.29022509699,Cash,8354.109774903012,25.02699121311612,1,January,2024,Q1
ORD106877,2024-01-06,CUST12076,Keyboard,Accessories,West,7,1778.64,0.0,12450.480000000001,7622.420238849423,Debit Card,4828.059761150578,38.77810141577335,1,January,2024,Q1
ORD110061,2024-01-06,CUST12459,Monitor,Electronics,East,6,12223.33,0.0,73339.98,60050.8664835571,Cash,13289.113516442892,18.11987611183272,1,January,2024,Q1
ORD104767,2024-01-07,CUST11747,Headphones,Electronics,South,1,2858.98,0.0,2858.98,2152.7300990090603,Cash,706.2499009909398,24.702862594034926,1,January,2024,Q1
ORD101806,2024-01-07,CUST12442,Tablet,Electronics,West,4,19720.34,0.0,78881.36,52479.513372600355,Debit Card,26401.846627399646,33.47032382225616,1,January,2024,Q1
ORD104130,2024-01-07,CUST11548,Headphones,Electronics,South,3,2809.36,0.0,8428.08,7132.919267965636,Cash,1295.1607320343637,15.367209756366382,1,January,2024,Q1
ORD107968,2024-01-07,CUST10702,Printer,Office Equipment,South,5,8348.7,0.0,41743.5,28305.540970738017,Cash,13437.959029261983,32.19174010148163,1,January,2024,Q1
ORD111843,2024-01-07,CUST11008,Mouse,Accessories,East,7,1014.24,0.15,6034.728,6136.401843887171,Net Banking,-101.67384388717073,-1.6848123707840807,1,January,2024,Q1
ORD109124,2024-01-07,CUST11998,Smartphone,Electronics,North,4,27934.14,0.2,89389.248,89426.4184837815,Cash,-37.170483781490475,-0.04158272344062059,1,January,2024,Q1
ORD101531,2024-01-07,CUST10471,Mouse,Accessories,West,1,983.9,0.0,983.9,857.2633995521744,Net Banking,126.63660044782557,12.870881232627864,1,January,2024,Q1
ORD103724,2024-01-07,CUST10464,Mouse,Accessories,East,2,830.33,0.1,1494.594,1104.6486715622666,Debit Card,389.94532843773345,26.09038497663803,1,January,2024,Q1
ORD109931,2024-01-07,CUST11708,Smartphone,Electronics,North,6,26962.53,0.0,161775.18,135639.01580239314,Debit Card,26136.16419760685,16.155855427023386,1,January,2024,Q1
ORD101174,2024-01-07,CUST10184,Laptop,Electronics,East,3,72784.31,0.15,185599.99049999999,146344.581683699,Cash,38932.52874078014,20.976579059027557,1,January,2024,Q1
ORD107584,2024-01-07,CUST10833,Headphones,Electronics,West,6,2537.05,0.05,14461.185,12602.874091893656,UPI,1858.310908106343,12.850336318263981,1,January,2024,Q1
ORD111187,2024-01-07,CUST11898,Mouse,Accessories,North,4,766.67,0.2,2453.344,2691.331369407392,Debit Card,-237.98736940739172,-9.700529946366744,1,January,2024,Q1
ORD102442,2024-01-07,CUST11404,Monitor,Electronics,East,7,11816.98,0.0,82718.86,58236.39547856041,Net Banking,24482.464521439593,29.597197690393212,1,January,2024,Q1
ORD103798,2024-01-08,CUST10163,Tablet,Electronics,East,4,19657.5,0.0,78630.0,64379.485649863636,Net Banking,14250.514350136364,18.123508012382505,1,January,2024,Q1
ORD101762,2024-01-08,CUST11834,Printer,Office Equipment,South,4,9187.19,0.05,34911.322,31497.64432159595,UPI,3413.6776784040485,9.77813924778915,1,January,2024,Q1
ORD109675,2024-01-08,CUST12205,Mouse,Accessories,South,3,872.94,0.05,2487.879,2290.0808596763104,UPI,197.7981403236895,7.950472684712138,1,January,2024,Q1
ORD106753,2024-01-08,CUST12315,Printer,Office Equipment,North,7,9555.58,0.1,60200.154,44869.17158980808,Credit Card,15330.982410191922,25.466683042358863,1,January,2024,Q1
ORD101069,2024-01-08,CUST11667,Monitor,Electronics,South,3,12042.06,0.1,32513.562,28756.89808003678,Cash,3756.6639199632227,11.55414445197737,1,January,2024,Q1
ORD106590,2024-01-08,CUST11828,Keyboard,Accessories,South,5,1798.88,0.15,7645.240000000001,7801.076717715965,UPI,-155.83671771596437,-2.038349583740528,1,January,2024,Q1
ORD105602,2024-01-08,CUST12231,Printer,Office Equipment,North,1,9165.73,0.15,7790.870499999999,7200.846965304393,UPI,590.023534695606,7.573268413274308,1,January,2024,Q1
ORD111249,2024-01-08,CUST11847,Tablet,Electronics,North,7,19032.35,0.1,119903.805,95361.33952035134,Debit Card,24542.465479648657,20.468462597703766,1,January,2024,Q1
ORD100302,2024-01-08,CUST11384,Headphones,Electronics,East,4,2279.2,0.1,8205.119999999999,7647.968389254328,Credit Card,557.151610745671,6.790292046254912,1,January,2024,Q1
ORD104787,2024-01-08,CUST12158,Mouse,Accessories,East,7,867.93,0.1,5467.959,3884.156217429865,Cash,1583.8027825701347,28.965154686970674,1,January,2024,Q1
ORD110862,2024-01-09,CUST12418,Smartphone,Electronics,South,6,29144.55,0.2,139893.84,105129.03047705973,Cash,34764.80952294027,24.850850847285532,1,January,2024,Q1
ORD103821,2024-01-09,CUST10547,Printer,Office Equipment,North,5,9143.63,0.2,36574.52,39711.3071668849,Credit Card,-3136.787166884904,-8.576427433319438,1,January,2024,Q1
ORD103903,2024-01-09,CUST11486,Keyboard,Accessories,East,6,2023.46,0.0,12140.76,10683.821709674934,UPI,1456.9382903250662,12.000387869664388,1,January,2024,Q1
ORD108609,2024-01-09,CUST10474,Tablet,Electronics,North,7,20803.22,0.05,138341.413,115011.80291088624,Debit Card,23329.61008911376,16.863793410230503,1,January,2024,Q1
ORD104392,2024-01-09,CUST11572,Mouse,Accessories,West,4,914.2,0.2,2925.4400000000005,2570.6335471894686,Debit Card,354.80645281053194,12.12831070917646,1,January,2024,Q1
ORD100800,2024-01-09,CUST11322,Printer,Office Equipment,East,5,8216.56,0.15,34920.38,26079.27475529484,Cash,8841.105244705159,25.317895294109512,1,January,2024,Q1
ORD110609,2024-01-09,CUST11859,Tablet,Electronics,East,7,24274.6,0.05,161426.08999999997,110461.87221020773,Net Banking,38932.52874078014,24.117866412288215,1,January,2024,Q1
ORD109932,2024-01-09,CUST10806,Keyboard,Accessories,North,3,1632.04,0.0,4896.12,3541.628977210511,UPI,1354.4910227894889,27.664579764987153,1,January,2024,Q1
ORD100789,2024-01-09,CUST10874,Keyboard,Accessories,East,1,1992.06,0.1,1792.854,1518.6400300042922,Net Banking,274.2139699957079,15.294829918984362,1,January,2024,Q1
ORD106150,2024-01-09,CUST10993,Keyboard,Accessories,North,4,1714.75,0.0,6859.0,4682.92340600641,Credit Card,2176.07659399359,31.72585790922277,1,January,2024,Q1
ORD106746,2024-01-09,CUST10815,Smartphone,Electronics,West,5,25840.04,0.0,129200.20000000001,79787.17828777149,Cash,38932.52874078014,30.133489530805786,1,January,2024,Q1
ORD105915,2024-01-09,CUST11057,Mouse,Accessories,North,3,1033.07,0.05,2944.2495,2556.598661929652,Credit Card,387.6508380703481,13.166371874066654,1,January,2024,Q1
ORD105437,2024-01-09,UNKNOWN,Keyboard,Accessories,South,1,1720.99,0.0,1720.99,1040.9970202665424,UPI,679.9929797334576,39.51173334728602,1,January,2024,Q1
ORD105879,2024-01-09,CUST12465,Printer,Office Equipment,West,2,10331.62,0.15,17563.754,16609.294948439358,UPI,954.4590515606433,5.4342542691080915,1,January,2024,Q1
ORD107580,2024-01-10,CUST11728,Keyboard,Accessories,West,1,1904.93,0.0,1904.93,1268.827223003908,Cash,636.102776996092,33.39244890867864,1,January,2024,Q1
ORD107516,2024-01-10,CUST11005,Tablet,Electronics,South,2,24476.08,0.0,48952.16,36034.38915315453,Debit Card,12917.770846845473,26.38856149931989,1,January,2024,Q1
ORD109198,2024-01-10,CUST10437,Headphones,Electronics,West,4,2843.97,0.0,11375.88,7154.114077711873,Cash,4221.765922288127,37.111554642701286,1,January,2024,Q1
ORD101681,2024-01-10,CUST11309,Mouse,Accessories,South,4,1004.35,0.0,4017.4,2787.349220884074,Cash,1230.0507791159262,30.618080826303736,1,January,2024,Q1
ORD106435,2024-01-10,CUST11443,Printer,Office Equipment,North,6,10097.58,0.0,60585.479999999996,47272.837754527965,Net Banking,13312.64224547203,21.973321405511737,1,January,2024,Q1
ORD111958,2024-01-10,UNKNOWN,Mouse,Accessories,East,4,771.04,0.0,3084.16,2396.138731892438,Credit Card,688.0212681075618,22.308222274705653,1,January,2024,Q1
ORD106641,2024-01-10,CUST11670,Mouse,Accessories,West,6,1004.76,0.15,5124.276,4748.749515537887,Cash,375.5264844621124,7.328381306200376,1,January,2024,Q1
ORD105077,2024-01-10,CUST11695,Laptop,Electronics,North,7,73923.27,0.05,200248.90875,383409.0731000407,Credit Card,38932.52874078014,19.44206786633994,1,January,2024,Q1
ORD104930,2024-01-11,CUST11734,Keyboard,Accessories,North,7,1557.95,0.05,10360.367499999998,8064.426095835727,UPI,2295.9414041642713,22.160810455461853,1,January,2024,Q1
ORD108835,2024-01-11,CUST10912,Laptop,Electronics,South,5,56814.54,0.05,200248.90875,200456.508153118,Debit Card,38932.52874078014,19.44206786633994,1,January,2024,Q1
ORD104045,2024-01-11,CUST10384,Printer,Office Equipment,East,5,7863.93,0.0,39319.65,31625.33619727121,Cash,7694.313802728793,19.568622311563793,1,January,2024,Q1
ORD101120,2024-01-11,CUST12003,Smartphone,Electronics,South,4,28333.15,0.0,113332.6,86715.40108849078,UPI,26617.19891150923,23.485915713139228,1,January,2024,Q1
ORD111921,2024-01-11,CUST10060,Monitor,Electronics,South,4,12816.09,0.15,43574.706,37674.46272166086,UPI,5900.243278339141,13.540523436553173,1,January,2024,Q1
ORD108618,2024-01-11,CUST12204,Smartphone,Electronics,East,2,32231.22,0.0,64462.44,40397.616349927564,UPI,24064.823650072438,37.331543221250136,1,January,2024,Q1
ORD107488,2024-01-11,CUST11229,Mouse,Accessories,South,4,847.21,0.2,2711.072,2801.245808737743,Credit Card,-90.173808737743,-3.3261310927095624,1,January,2024,Q1
ORD110192,2024-01-11,CUST11962,Headphones,Electronics,East,6,2645.53,0.05,15079.520999999999,11092.511871266333,Credit Card,3987.0091287336654,26.439892412588346,1,January,2024,Q1
ORD100838,2024-01-11,CUST11416,Mouse,Accessories,North,5,1558.61,0.2,6234.44,5345.981822898424,Credit Card,888.4581771015755,14.250809649328177,1,January,2024,Q1
